WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAttendances,Average20182019,PercentVariation
20210411,S92000003,d,45 - 64,,All,d,5291,5814.5,-9
20210411,S92000003,d,65 - 74,,All,d,2188,2408,-9.1
20210411,S92000003,d,75 - 84,,All,d,2000,2237.5,-10.6
20210411,S92000003,d,85 and over,,All,d,1157,1278,-9.5
20210411,S92000003,d,All ages,d,All,d,22028,25817,-14.7
20210411,S92000003,d,All ages,d,Female,,10973,12557,-12.6
20210411,S92000003,d,All ages,d,Male,,10893,12840.5,-15.2
20210418,S08000015,,Under 5,,All,d,130,202.5,-35.8
20210418,S08000015,,5 - 14,,All,d,168,217.5,-22.8
20210418,S08000015,,15 - 44,,All,d,481,749,-35.8
20210418,S08000015,,45 - 64,,All,d,392,483.5,-18.9
20210418,S08000015,,65 - 74,,All,d,207,218.5,-5.3
20210418,S08000015,,75 - 84,,All,d,165,193.5,-14.7
20210418,S08000015,,85 and over,,All,d,98,113,-13.3
20210418,S08000015,,All ages,d,All,d,1648,2191.5,-24.8
20210418,S08000015,,All ages,d,Female,,816,1094.5,-25.4
20210418,S08000015,,All ages,d,Male,,825,1083,-23.8
20210418,S08000016,,Under 5,,All,d,31,27.5,12.7
20210418,S08000016,,5 - 14,,All,d,40,45.5,-12.1
20210418,S08000016,,15 - 44,,All,d,137,183.5,-25.3
20210418,S08000016,,45 - 64,,All,d,139,137.5,1.1
20210418,S08000016,,65 - 74,,All,d,76,76,-0
20210418,S08000016,,75 - 84,,All,d,54,77,-29.9
20210418,S08000016,,85 and over,,All,d,51,46,10.9
20210418,S08000016,,All ages,d,All,d,532,594.5,-10.5
20210418,S08000016,,All ages,d,Female,,265,288,-8
20210418,S08000016,,All ages,d,Male,,263,305,-13.8
20210418,S08000017,,Under 5,,All,d,37,77,-51.9
20210418,S08000017,,5 - 14,,All,d,71,81,-12.3
20210418,S08000017,,15 - 44,,All,d,227,327.5,-30.7
20210418,S08000017,,45 - 64,,All,d,144,205,-29.8
20210418,S08000017,,65 - 74,,All,d,86,106,-18.9
20210418,S08000017,,75 - 84,,All,d,80,107,-25.2
20210418,S08000017,,85 and over,,All,d,39,47.5,-17.9
20210418,S08000017,,All ages,d,All,d,685,951.5,-28
20210418,S08000017,,All ages,d,Female,,325,464,-30
20210418,S08000017,,All ages,d,Male,,359,487,-26.3
20210418,S08000019,,Under 5,,All,d,96,94.5,1.6
20210418,S08000019,,5 - 14,,All,d,116,85,36.5
20210418,S08000019,,15 - 44,,All,d,344,441,-22
20210418,S08000019,,45 - 64,,All,d,284,281.5,0.9
20210418,S08000019,,65 - 74,,All,d,107,126.5,-15.4
20210418,S08000019,,75 - 84,,All,d,127,112,13.4
20210418,S08000019,,85 and over,,All,d,60,57,5.3
20210418,S08000019,,All ages,d,All,d,1134,1211.5,-6.4
20210418,S08000019,,All ages,d,Female,,546,578.5,-5.6
20210418,S08000019,,All ages,d,Male,,588,619,-5
20210418,S08000020,,Under 5,,All,d,124,161,-23
20210418,S08000020,,5 - 14,,All,d,233,183.5,27
20210418,S08000020,,15 - 44,,All,d,479,682,-29.8
20210418,S08000020,,45 - 64,,All,d,340,376.5,-9.7
20210418,S08000020,,65 - 74,,All,d,175,161,8.7
20210418,S08000020,,75 - 84,,All,d,158,148,6.8
20210418,S08000020,,85 and over,,All,d,96,89,7.9
20210418,S08000020,,All ages,d,All,d,1635,1861.5,-12.2
20210418,S08000020,,All ages,d,Female,,773,837.5,-7.7
20210418,S08000020,,All ages,d,Male,,832,963.5,-13.6
20210418,S08000022,,Under 5,,All,d,51,80.5,-36.6
20210418,S08000022,,5 - 14,,All,d,100,97,3.1
20210418,S08000022,,15 - 44,,All,d,334,401.5,-16.8
20210418,S08000022,,45 - 64,,All,d,263,248.5,5.8
20210418,S08000022,,65 - 74,,All,d,112,119.5,-6.3
20210418,S08000022,,75 - 84,,All,d,99,97,2.1
20210418,S08000022,,85 and over,,All,d,59,53.5,10.3
20210418,S08000022,,All ages,d,All,d,1036,1174,-11.8
20210418,S08000022,,All ages,d,Female,,530,518.5,2.2
20210418,S08000022,,All ages,d,Male,,488,579,-15.7
20210418,S08000024,,Under 5,,All,d,487,576,-15.5
20210418,S08000024,,5 - 14,,All,d,510,450,13.3
20210418,S08000024,,15 - 44,,All,d,1355,1373,-1.3
20210418,S08000024,,45 - 64,,All,d,879,812.5,8.2
20210418,S08000024,,65 - 74,,All,d,367,300.5,22.1
20210418,S08000024,,75 - 84,,All,d,307,283.5,8.3
20210418,S08000024,,85 and over,,All,d,172,180,-4.4
20210418,S08000024,,All ages,d,All,d,4140,4144.5,-0.1
20210418,S08000024,,All ages,d,Female,,2002,1990.5,0.6
20210418,S08000024,,All ages,d,Male,,2075,1985,4.5
20210418,S08000025,,15 - 44,,All,d,32,46.5,-31.2
20210418,S08000025,,45 - 64,,All,d,36,27,33.3
20210418,S08000025,,65 - 74,,All,d,16,18,-11.1
20210418,S08000025,,75 - 84,,All,d,16,15,6.7
20210418,S08000025,,85 and over,,All,d,11,7.5,46.7
20210418,S08000025,,All ages,d,All,d,121,132.5,-8.7
20210418,S08000025,,All ages,d,Female,,54,55,-1.8
20210418,S08000025,,All ages,d,Male,,65,72,-9.7
20210418,S08000026,,5 - 14,,All,d,10,15,-33.3
20210418,S08000026,,15 - 44,,All,d,42,45.5,-7.7
20210418,S08000026,,45 - 64,,All,d,28,34,-17.6
20210418,S08000026,,65 - 74,,All,d,10,18,-44.4
20210418,S08000026,,75 - 84,,All,d,13,18,-27.8
20210418,S08000026,,85 and over,,All,d,5,4.5,11.1
20210418,S08000026,,All ages,d,All,d,112,154,-27.3
20210418,S08000026,,All ages,d,Female,,52,63.5,-18.1
20210418,S08000026,,All ages,d,Male,,59,85,-30.6
20210418,S08000028,,5 - 14,,All,d,9,13,-30.8
20210418,S08000028,,15 - 44,,All,d,16,38,-57.9
20210418,S08000028,,45 - 64,,All,d,29,22,31.8
20210418,S08000028,,65 - 74,,All,d,11,16,-31.2
20210418,S08000028,,75 - 84,,All,d,7,15.5,-54.8
20210418,S08000028,,All ages,d,All,d,75,131.5,-43
20210418,S08000028,,All ages,d,Female,,30,56,-46.4
20210418,S08000028,,All ages,d,Male,,43,64.5,-33.3
20210418,S08000029,,Under 5,,All,d,97,100,-3
20210418,S08000029,,5 - 14,,All,d,156,93.5,66.8
20210418,S08000029,,15 - 44,,All,d,432,463,-6.7
20210418,S08000029,,45 - 64,,All,d,236,292,-19.2
20210418,S08000029,,65 - 74,,All,d,98,125.5,-21.9
20210418,S08000029,,75 - 84,,All,d,120,120.5,-0.4
20210418,S08000029,,85 and over,,All,d,55,68,-19.1
20210418,S08000029,,All ages,d,All,d,1194,1274,-6.3
20210418,S08000029,,All ages,d,Female,,597,622,-4
20210418,S08000029,,All ages,d,Male,,597,640.5,-6.8
20210418,S08000030,,Under 5,,All,d,101,113.5,-11
20210418,S08000030,,5 - 14,,All,d,139,118.5,17.3
20210418,S08000030,,15 - 44,,All,d,494,569.5,-13.3
20210418,S08000030,,45 - 64,,All,d,282,297,-5.1
20210418,S08000030,,65 - 74,,All,d,132,125.5,5.2
20210418,S08000030,,75 - 84,,All,d,88,122,-27.9
20210418,S08000030,,85 and over,,All,d,71,82.5,-13.9
20210418,S08000030,,All ages,d,All,d,1310,1428.5,-8.3
20210418,S08000030,,All ages,d,Female,,626,709.5,-11.8
20210418,S08000030,,All ages,d,Male,,681,719,-5.3
20210418,S08000031,,Under 5,,All,d,584,779,-25
20210418,S08000031,,5 - 14,,All,d,617,560,10.2
20210418,S08000031,,15 - 44,,All,d,2072,2485,-16.6
20210418,S08000031,,45 - 64,,All,d,1429,1519.5,-6
20210418,S08000031,,65 - 74,,All,d,481,566.5,-15.1
20210418,S08000031,,75 - 84,,All,d,494,525,-5.9
20210418,S08000031,,85 and over,,All,d,277,292,-5.1
20210418,S08000031,,All ages,d,All,d,5984,6736,-11.2
20210418,S08000031,,All ages,d,Female,,3015,3258,-7.5
20210418,S08000031,,All ages,d,Male,,2939,3469,-15.3
20210418,S08000032,,Under 5,,All,d,206,205,0.5
20210418,S08000032,,5 - 14,,All,d,291,245,18.8
20210418,S08000032,,15 - 44,,All,d,1272,1389.5,-8.5
20210418,S08000032,,45 - 64,,All,d,1039,1025,1.4
20210418,S08000032,,65 - 74,,All,d,452,438.5,3.1
20210418,S08000032,,75 - 84,,All,d,376,380.5,-1.2
20210418,S08000032,,85 and over,,All,d,177,169,4.7
20210418,S08000032,,All ages,d,All,d,3840,3885,-1.2
20210418,S08000032,,All ages,d,Female,,1960,1925,1.8
20210418,S08000032,,All ages,d,Male,,1853,1927.5,-3.9
20210418,S92000003,d,Under 5,,All,d,1951,2444.5,-20.2
20210418,S92000003,d,5 - 14,,All,d,2464,2212.5,11.4
20210418,S92000003,d,15 - 44,,All,d,7717,9194.5,-16.1
20210418,S92000003,d,45 - 64,,All,d,5520,5761.5,-4.2
20210418,S92000003,d,65 - 74,,All,d,2330,2416,-3.6
20210418,S92000003,d,75 - 84,,All,d,2104,2214.5,-5
20210418,S92000003,d,85 and over,,All,d,1172,1216,-3.6
20210418,S92000003,d,All ages,d,All,d,23446,25870.5,-9.4
20210418,S92000003,d,All ages,d,Female,,11591,12460.5,-7
20210418,S92000003,d,All ages,d,Male,,11667,12999,-10.2
20210425,S08000015,,Under 5,,All,d,134,206.5,-35.1
20210425,S08000015,,5 - 14,,All,d,255,280,-8.9
20210425,S08000015,,15 - 44,,All,d,590,747.5,-21.1
20210425,S08000015,,45 - 64,,All,d,365,506,-27.9
20210425,S08000015,,65 - 74,,All,d,180,222.5,-19.1
20210425,S08000015,,75 - 84,,All,d,160,198.5,-19.4
20210425,S08000015,,85 and over,,All,d,75,85.5,-12.3
20210425,S08000015,,All ages,d,All,d,1764,2267.5,-22.2
20210425,S08000015,,All ages,d,Female,,833,1063,-21.6
20210425,S08000015,,All ages,d,Male,,926,1183.5,-21.8
20210425,S08000016,,Under 5,,All,d,33,26,26.9
20210425,S08000016,,5 - 14,,All,d,58,65,-10.8
20210425,S08000016,,15 - 44,,All,d,176,194.5,-9.5
20210425,S08000016,,45 - 64,,All,d,154,149.5,3
20210425,S08000016,,65 - 74,,All,d,66,81,-18.5
20210425,S08000016,,75 - 84,,All,d,83,68,22.1
20210425,S08000016,,85 and over,,All,d,59,46.5,26.9
20210425,S08000016,,All ages,d,All,d,636,652,-2.5
20210425,S08000016,,All ages,d,Female,,297,322.5,-7.9
20210425,S08000016,,All ages,d,Male,,332,308,7.8
20210425,S08000017,,Under 5,,All,d,49,83.5,-41.3
20210425,S08000017,,5 - 14,,All,d,88,86,2.3
20210425,S08000017,,15 - 44,,All,d,204,290.5,-29.8
20210425,S08000017,,45 - 64,,All,d,177,218.5,-19
20210425,S08000017,,65 - 74,,All,d,87,97,-10.3
20210425,S08000017,,75 - 84,,All,d,79,86.5,-8.7
20210425,S08000017,,85 and over,,All,d,45,59,-23.7
20210425,S08000017,,All ages,d,All,d,733,934.5,-21.6
20210425,S08000017,,All ages,d,Female,,337,439.5,-23.3
20210425,S08000017,,All ages,d,Male,,392,481.5,-18.6
20210425,S08000019,,Under 5,,All,d,105,93,12.9
20210425,S08000019,,5 - 14,,All,d,138,139.5,-1.1
20210425,S08000019,,15 - 44,,All,d,357,467.5,-23.6
20210425,S08000019,,45 - 64,,All,d,268,297.5,-9.9
20210425,S08000019,,65 - 74,,All,d,106,118.5,-10.5
20210425,S08000019,,75 - 84,,All,d,112,116,-3.4
20210425,S08000019,,85 and over,,All,d,75,65,15.4
20210425,S08000019,,All ages,d,All,d,1164,1317,-11.6
20210425,S08000019,,All ages,d,Female,,539,611,-11.8
20210425,S08000019,,All ages,d,Male,,622,686,-9.3
20210425,S08000020,,Under 5,,All,d,126,172.5,-27
20210425,S08000020,,5 - 14,,All,d,260,293.5,-11.4
20210425,S08000020,,15 - 44,,All,d,534,760,-29.7
20210425,S08000020,,45 - 64,,All,d,352,418.5,-15.9
20210425,S08000020,,65 - 74,,All,d,157,171.5,-8.5
20210425,S08000020,,75 - 84,,All,d,154,145.5,5.8
20210425,S08000020,,85 and over,,All,d,103,90,14.4
20210425,S08000020,,All ages,d,All,d,1716,2109.5,-18.7
20210425,S08000020,,All ages,d,Female,,823,932,-11.7
20210425,S08000020,,All ages,d,Male,,863,1119.5,-22.9
20210425,S08000022,,Under 5,,All,d,68,64.5,5.4
20210425,S08000022,,5 - 14,,All,d,119,115.5,3
20210425,S08000022,,15 - 44,,All,d,347,423,-18
20210425,S08000022,,45 - 64,,All,d,266,275.5,-3.4
20210425,S08000022,,65 - 74,,All,d,118,136,-13.2
20210425,S08000022,,75 - 84,,All,d,106,114.5,-7.4
20210425,S08000022,,85 and over,,All,d,45,55.5,-18.9
20210425,S08000022,,All ages,d,All,d,1082,1290,-16.1
20210425,S08000022,,All ages,d,Female,,534,527,1.3
20210425,S08000022,,All ages,d,Male,,535,657.5,-18.6
20210425,S08000024,,Under 5,,All,d,539,599,-10
20210425,S08000024,,5 - 14,,All,d,643,558,15.2
20210425,S08000024,,15 - 44,,All,d,1388,1502,-7.6
20210425,S08000024,,45 - 64,,All,d,863,824,4.7
20210425,S08000024,,65 - 74,,All,d,335,341.5,-1.9
20210425,S08000024,,75 - 84,,All,d,292,312,-6.4
20210425,S08000024,,85 and over,,All,d,149,190,-21.6
20210425,S08000024,,All ages,d,All,d,4274,4523,-5.5
20210425,S08000024,,All ages,d,Female,,2086,2150,-3
20210425,S08000024,,All ages,d,Male,,2123,2176.5,-2.5
20210425,S08000025,,Under 5,,All,d,9,7.5,20
20210425,S08000025,,5 - 14,,All,d,6,6.5,-7.7
20210425,S08000025,,15 - 44,,All,d,21,45.5,-53.8
20210425,S08000025,,45 - 64,,All,d,23,26,-11.5
20210425,S08000025,,65 - 74,,All,d,13,10,30
20210425,S08000025,,75 - 84,,All,d,11,15.5,-29
20210425,S08000025,,85 and over,,All,d,11,5,120
20210425,S08000025,,All ages,d,All,d,96,124,-22.6
20210425,S08000025,,All ages,d,Female,,51,55,-7.3
20210425,S08000025,,All ages,d,Male,,43,61,-29.5
20210425,S08000026,,Under 5,,All,d,10,10.5,-4.8
20210425,S08000026,,5 - 14,,All,d,13,14,-7.1
20210425,S08000026,,15 - 44,,All,d,37,40.5,-8.6
20210425,S08000026,,45 - 64,,All,d,30,31.5,-4.8
20210425,S08000026,,65 - 74,,All,d,13,15,-13.3
20210425,S08000026,,75 - 84,,All,d,7,18.5,-62.2
20210425,S08000026,,85 and over,,All,d,11,6.5,69.2
20210425,S08000026,,All ages,d,All,d,127,141,-9.9
20210425,S08000026,,All ages,d,Female,,54,57.5,-6.1
20210425,S08000026,,All ages,d,Male,,67,79,-15.2
20210425,S08000028,,Under 5,,All,d,6,9,-33.3
20210425,S08000028,,5 - 14,,All,d,9,16.5,-45.5
20210425,S08000028,,15 - 44,,All,d,27,40,-32.5
20210425,S08000028,,45 - 64,,All,d,15,28,-46.4
20210425,S08000028,,65 - 74,,All,d,10,18.5,-45.9
20210425,S08000028,,75 - 84,,All,d,7,19,-63.2
20210425,S08000028,,85 and over,,All,d,7,8,-12.5
20210425,S08000028,,All ages,d,All,d,81,143.5,-43.6
20210425,S08000028,,All ages,d,Female,,45,68.5,-34.3
20210425,S08000028,,All ages,d,Male,,36,70.5,-48.9
20210425,S08000029,,Under 5,,All,d,82,99,-17.2
20210425,S08000029,,5 - 14,,All,d,175,145.5,20.3
20210425,S08000029,,15 - 44,,All,d,367,493.5,-25.6
20210425,S08000029,,45 - 64,,All,d,284,308.5,-7.9
20210425,S08000029,,65 - 74,,All,d,124,142.5,-13
20210425,S08000029,,75 - 84,,All,d,103,118,-12.7
20210425,S08000029,,85 and over,,All,d,63,62.5,0.8
20210425,S08000029,,All ages,d,All,d,1198,1384,-13.4
20210425,S08000029,,All ages,d,Female,,603,668,-9.7
20210425,S08000029,,All ages,d,Male,,595,701.5,-15.2
20210425,S08000030,,Under 5,,All,d,114,100,14
20210425,S08000030,,5 - 14,,All,d,193,160,20.6
20210425,S08000030,,15 - 44,,All,d,484,598.5,-19.1
20210425,S08000030,,45 - 64,,All,d,294,324.5,-9.4
20210425,S08000030,,65 - 74,,All,d,118,132.5,-10.9
20210425,S08000030,,75 - 84,,All,d,97,114,-14.9
20210425,S08000030,,85 and over,,All,d,78,65,20
20210425,S08000030,,All ages,d,All,d,1380,1510.5,-8.6
20210425,S08000030,,All ages,d,Female,,674,706.5,-4.6
20210425,S08000030,,All ages,d,Male,,704,788,-10.7
20210425,S08000031,,Under 5,,All,d,609,859,-29.1
20210425,S08000031,,5 - 14,,All,d,835,796,4.9
20210425,S08000031,,15 - 44,,All,d,2217,2649,-16.3
20210425,S08000031,,45 - 64,,All,d,1422,1602.5,-11.3
20210425,S08000031,,65 - 74,,All,d,555,588.5,-5.7
20210425,S08000031,,75 - 84,,All,d,505,561.5,-10.1
20210425,S08000031,,85 and over,,All,d,270,313.5,-13.9
20210425,S08000031,,All ages,d,All,d,6449,7429.5,-13.2
20210425,S08000031,,All ages,d,Female,,3031,3585.5,-15.5
20210425,S08000031,,All ages,d,Male,,3382,3784.5,-10.6
20210425,S08000032,,Under 5,,All,d,248,221.5,12
20210425,S08000032,,5 - 14,,All,d,423,419.5,0.8
20210425,S08000032,,15 - 44,,All,d,1419,1569.5,-9.6
20210425,S08000032,,45 - 64,,All,d,1058,1078,-1.9
20210425,S08000032,,65 - 74,,All,d,451,443,1.8
20210425,S08000032,,75 - 84,,All,d,398,405.5,-1.8
20210425,S08000032,,85 and over,,All,d,158,159.5,-0.9
20210425,S08000032,,All ages,d,All,d,4180,4335,-3.6
20210425,S08000032,,All ages,d,Female,,2115,2129,-0.7
20210425,S08000032,,All ages,d,Male,,2040,2167.5,-5.9
20210425,S92000003,d,Under 5,,All,d,2132,2551.5,-16.4
20210425,S92000003,d,5 - 14,,All,d,3215,3095.5,3.9
20210425,S92000003,d,15 - 44,,All,d,8168,9821.5,-16.8
20210425,S92000003,d,45 - 64,,All,d,5571,6088.5,-8.5
20210425,S92000003,d,65 - 74,,All,d,2333,2518,-7.3
20210425,S92000003,d,75 - 84,,All,d,2114,2293,-7.8
20210425,S92000003,d,85 and over,,All,d,1149,1211.5,-5.2
20210425,S92000003,d,All ages,d,All,d,24880,28161,-11.7
20210425,S92000003,d,All ages,d,Female,,12022,13315,-9.7
20210425,S92000003,d,All ages,d,Male,,12660,14264.5,-11.2
20210502,S08000015,,Under 5,,All,d,129,203,-36.5
20210502,S08000015,,5 - 14,,All,d,242,277.5,-12.8
20210502,S08000015,,15 - 44,,All,d,581,735,-21
20210502,S08000015,,45 - 64,,All,d,395,480,-17.7
20210502,S08000015,,65 - 74,,All,d,203,209.5,-3.1
20210502,S08000015,,75 - 84,,All,d,157,189,-16.9
20210502,S08000015,,85 and over,,All,d,86,91.5,-6
20210502,S08000015,,All ages,d,All,d,1806,2217,-18.5
20210502,S08000015,,All ages,d,Female,,857,1084,-20.9
20210502,S08000015,,All ages,d,Male,,936,1101.5,-15
20210502,S08000016,,Under 5,,All,d,29,28.5,1.8
20210502,S08000016,,5 - 14,,All,d,45,47,-4.3
20210502,S08000016,,15 - 44,,All,d,126,188.5,-33.2
20210502,S08000016,,45 - 64,,All,d,136,162.5,-16.3
20210502,S08000016,,65 - 74,,All,d,66,85,-22.4
20210502,S08000016,,75 - 84,,All,d,70,69.5,0.7
20210502,S08000016,,85 and over,,All,d,47,49,-4.1
20210502,S08000016,,All ages,d,All,d,527,643,-18
20210502,S08000016,,All ages,d,Female,,270,295.5,-8.6
20210502,S08000016,,All ages,d,Male,,249,334.5,-25.6
20210502,S08000017,,Under 5,,All,d,35,76,-53.9
20210502,S08000017,,5 - 14,,All,d,73,97,-24.7
20210502,S08000017,,15 - 44,,All,d,246,279.5,-12
20210502,S08000017,,45 - 64,,All,d,159,199,-20.1
20210502,S08000017,,65 - 74,,All,d,95,96,-1
20210502,S08000017,,75 - 84,,All,d,87,91.5,-4.9
20210502,S08000017,,85 and over,,All,d,43,41,4.9
20210502,S08000017,,All ages,d,All,d,753,913.5,-17.6
20210502,S08000017,,All ages,d,Female,,342,425,-19.5
20210502,S08000017,,All ages,d,Male,,396,455,-13
20210502,S08000019,,Under 5,,All,d,80,90,-11.1
20210502,S08000019,,5 - 14,,All,d,80,148,-45.9
20210502,S08000019,,15 - 44,,All,d,320,512,-37.5
20210502,S08000019,,45 - 64,,All,d,225,323,-30.3
20210502,S08000019,,65 - 74,,All,d,118,115,2.6
20210502,S08000019,,75 - 84,,All,d,110,109.5,0.5
20210502,S08000019,,85 and over,,All,d,58,51,13.7
20210502,S08000019,,All ages,d,All,d,992,1378.5,-28
20210502,S08000019,,All ages,d,Female,,496,628.5,-21.1
20210502,S08000019,,All ages,d,Male,,495,720,-31.2
20210502,S08000020,,Under 5,,All,d,106,168.5,-37.1
20210502,S08000020,,5 - 14,,All,d,205,291,-29.6
20210502,S08000020,,15 - 44,,All,d,518,767,-32.5
20210502,S08000020,,45 - 64,,All,d,346,413.5,-16.3
20210502,S08000020,,65 - 74,,All,d,159,174,-8.6
20210502,S08000020,,75 - 84,,All,d,164,159,3.1
20210502,S08000020,,85 and over,,All,d,110,101.5,8.4
20210502,S08000020,,All ages,d,All,d,1623,2128.5,-23.7
20210502,S08000020,,All ages,d,Female,,766,999.5,-23.4
20210502,S08000020,,All ages,d,Male,,842,1075,-21.7
20210502,S08000022,,Under 5,,All,d,57,68.5,-16.8
20210502,S08000022,,5 - 14,,All,d,120,113.5,5.7
20210502,S08000022,,15 - 44,,All,d,317,421.5,-24.8
20210502,S08000022,,45 - 64,,All,d,258,288,-10.4
20210502,S08000022,,65 - 74,,All,d,120,115,4.3
20210502,S08000022,,75 - 84,,All,d,96,105,-8.6
20210502,S08000022,,85 and over,,All,d,53,51.5,2.9
20210502,S08000022,,All ages,d,All,d,1053,1267.5,-16.9
20210502,S08000022,,All ages,d,Female,,493,542,-9
20210502,S08000022,,All ages,d,Male,,528,621,-15
20210502,S08000024,,Under 5,,All,d,497,582.5,-14.7
20210502,S08000024,,5 - 14,,All,d,620,657.5,-5.7
20210502,S08000024,,15 - 44,,All,d,1405,1507,-6.8
20210502,S08000024,,45 - 64,,All,d,832,829.5,0.3
20210502,S08000024,,65 - 74,,All,d,331,333,-0.6
20210502,S08000024,,75 - 84,,All,d,289,298,-3
20210502,S08000024,,85 and over,,All,d,166,171.5,-3.2
20210502,S08000024,,All ages,d,All,d,4223,4553.5,-7.3
20210502,S08000024,,All ages,d,Female,,2033,2156.5,-5.7
20210502,S08000024,,All ages,d,Male,,2107,2222.5,-5.2
20210502,S08000025,,Under 5,,All,d,5,3.5,42.9
20210502,S08000025,,5 - 14,,All,d,8,12.5,-36
20210502,S08000025,,15 - 44,,All,d,38,40,-5
20210502,S08000025,,45 - 64,,All,d,15,33.5,-55.2
20210502,S08000025,,65 - 74,,All,d,9,19.5,-53.8
20210502,S08000025,,75 - 84,,All,d,15,18.5,-18.9
20210502,S08000025,,85 and over,,All,d,8,8,-0
20210502,S08000025,,All ages,d,All,d,99,142,-30.3
20210502,S08000025,,All ages,d,Female,,35,63.5,-44.9
20210502,S08000025,,All ages,d,Male,,63,72,-12.5
20210502,S08000026,,Under 5,,All,d,6,15.5,-61.3
20210502,S08000026,,5 - 14,,All,d,7,18,-61.1
20210502,S08000026,,15 - 44,,All,d,44,51,-13.7
20210502,S08000026,,45 - 64,,All,d,20,31,-35.5
20210502,S08000026,,65 - 74,,All,d,15,16.5,-9.1
20210502,S08000026,,75 - 84,,All,d,7,19.5,-64.1
20210502,S08000026,,85 and over,,All,d,7,7,-0
20210502,S08000026,,All ages,d,All,d,110,165.5,-33.5
20210502,S08000026,,All ages,d,Female,,57,75.5,-24.5
20210502,S08000026,,All ages,d,Male,,49,83,-41
20210502,S08000028,,5 - 14,,All,d,8,14,-42.9
20210502,S08000028,,15 - 44,,All,d,20,42,-52.4
20210502,S08000028,,45 - 64,,All,d,14,34.5,-59.4
20210502,S08000028,,65 - 74,,All,d,12,18.5,-35.1
20210502,S08000028,,75 - 84,,All,d,11,12.5,-12
20210502,S08000028,,All ages,d,All,d,77,144,-46.5
20210502,S08000028,,All ages,d,Female,,40,64,-37.5
20210502,S08000028,,All ages,d,Male,,33,70,-52.9
20210502,S08000029,,Under 5,,All,d,76,89,-14.6
20210502,S08000029,,5 - 14,,All,d,116,158,-26.6
20210502,S08000029,,15 - 44,,All,d,408,499.5,-18.3
20210502,S08000029,,45 - 64,,All,d,285,303.5,-6.1
20210502,S08000029,,65 - 74,,All,d,103,132.5,-22.3
20210502,S08000029,,75 - 84,,All,d,90,131,-31.3
20210502,S08000029,,85 and over,,All,d,52,59.5,-12.6
20210502,S08000029,,All ages,d,All,d,1130,1382.5,-18.3
20210502,S08000029,,All ages,d,Female,,566,708,-20.1
20210502,S08000029,,All ages,d,Male,,564,665,-15.2
20210502,S08000030,,Under 5,,All,d,91,102,-10.8
20210502,S08000030,,5 - 14,,All,d,133,171.5,-22.4
20210502,S08000030,,15 - 44,,All,d,510,560.5,-9
20210502,S08000030,,45 - 64,,All,d,268,313,-14.4
20210502,S08000030,,65 - 74,,All,d,137,131,4.6
20210502,S08000030,,75 - 84,,All,d,129,120,7.5
20210502,S08000030,,85 and over,,All,d,72,82,-12.2
20210502,S08000030,,All ages,d,All,d,1347,1514,-11
20210502,S08000030,,All ages,d,Female,,661,689,-4.1
20210502,S08000030,,All ages,d,Male,,679,791,-14.2
20210502,S08000031,,Under 5,,All,d,609,838,-27.3
20210502,S08000031,,5 - 14,,All,d,769,814.5,-5.6
20210502,S08000031,,15 - 44,,All,d,2060,2646,-22.1
20210502,S08000031,,45 - 64,,All,d,1369,1502,-8.9
20210502,S08000031,,65 - 74,,All,d,507,612,-17.2
20210502,S08000031,,75 - 84,,All,d,477,553.5,-13.8
20210502,S08000031,,85 and over,,All,d,273,286.5,-4.7
20210502,S08000031,,All ages,d,All,d,6108,7373.5,-17.2
20210502,S08000031,,All ages,d,Female,,2930,3517.5,-16.7
20210502,S08000031,,All ages,d,Male,,3134,3735,-16.1
20210502,S08000032,,Under 5,,All,d,251,231.5,8.4
20210502,S08000032,,5 - 14,,All,d,391,428,-8.6
20210502,S08000032,,15 - 44,,All,d,1292,1490.5,-13.3
20210502,S08000032,,45 - 64,,All,d,987,1022,-3.4
20210502,S08000032,,65 - 74,,All,d,471,436.5,7.9
20210502,S08000032,,75 - 84,,All,d,389,418.5,-7
20210502,S08000032,,85 and over,,All,d,175,187,-6.4
20210502,S08000032,,All ages,d,All,d,3976,4250,-6.4
20210502,S08000032,,All ages,d,Female,,1987,2076.5,-4.3
20210502,S08000032,,All ages,d,Male,,1969,2137.5,-7.9
20210502,S92000003,d,Under 5,,All,d,1975,2504,-21.1
